lat, long, alt
53.27956672368630055949906818568706512451171875, -9.0643349289339408759455182007513940334320068359375, 100
53.27956672368630055949906818568706512451171875, -9.0640861540339408759455182007513940334320068359375, 100
53.27956672368630055949906818568706512451171875, -9.0638373791339408759455182007513940334320068359375, 100
53.27956672368630055949906818568706512451171875, -9.0635886042339408759455182007513940334320068359375, 100
53.27956672368630055949906818568706512451171875, -9.0633398293339408759455182007513940334320068359375, 100
53.27956672368630055949906818568706512451171875, -9.0630910544339408759455182007513940334320068359375, 100
53.27956672368630055949906818568706512451171875, -9.0628422795339408759455182007513940334320068359375, 100
53.27956672368630055949906818568706512451171875, -9.0625935046339408759455182007513940334320068359375, 100
53.27956672368630055949906818568706512451171875, -9.0623447297339408759455182007513940334320068359375, 100
53.27956672368630055949906818568706512451171875, -9.0620959548339408759455182007513940334320068359375, 100
53.27956672368630055949906818568706512451171875, -9.0618471799339408759455182007513940334320068359375, 100
53.27956672368630055949906818568706512451171875, -9.0615984050339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0650812536339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0648324787339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0645837038339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0643349289339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0640861540339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0638373791339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0635886042339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0633398293339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0630910544339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0628422795339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0625935046339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0623447297339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0620959548339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0618471799339408759455182007513940334320068359375, 100
53.27974890498630055949906818568706512451171875, -9.0615984050339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0650812536339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0648324787339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0645837038339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0643349289339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0640861540339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0638373791339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0635886042339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0633398293339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0630910544339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0628422795339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0625935046339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0623447297339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0620959548339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0618471799339408759455182007513940334320068359375, 100
53.27993108628630055949906818568706512451171875, -9.0615984050339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0650812536339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0648324787339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0645837038339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0643349289339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0640861540339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0638373791339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0635886042339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0633398293339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0630910544339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0628422795339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0625935046339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0623447297339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0620959548339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0618471799339408759455182007513940334320068359375, 100
53.28011326758630055949906818568706512451171875, -9.0615984050339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0650812536339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0648324787339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0645837038339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0643349289339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0640861540339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0638373791339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0635886042339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0633398293339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0630910544339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0628422795339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0625935046339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0623447297339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0620959548339408759455182007513940334320068359375, 100
53.28029544888630055949906818568706512451171875, -9.0618471799339408759455182007513940334320068359375, 100
53.28047763018630055949906818568706512451171875, -9.0643349289339408759455182007513940334320068359375, 100
53.28047763018630055949906818568706512451171875, -9.0640861540339408759455182007513940334320068359375, 100
53.28047763018630055949906818568706512451171875, -9.0638373791339408759455182007513940334320068359375, 100
53.28047763018630055949906818568706512451171875, -9.0635886042339408759455182007513940334320068359375, 100
53.28047763018630055949906818568706512451171875, -9.0633398293339408759455182007513940334320068359375, 100
53.28047763018630055949906818568706512451171875, -9.0630910544339408759455182007513940334320068359375, 100
53.28047763018630055949906818568706512451171875, -9.0628422795339408759455182007513940334320068359375, 100
53.28047763018630055949906818568706512451171875, -9.0625935046339408759455182007513940334320068359375, 100
53.28047763018630055949906818568706512451171875, -9.0623447297339408759455182007513940334320068359375, 100
53.28047763018630055949906818568706512451171875, -9.0620959548339408759455182007513940334320068359375, 100
53.28065981148630055949906818568706512451171875, -9.0635886042339408759455182007513940334320068359375, 100
53.28065981148630055949906818568706512451171875, -9.0633398293339408759455182007513940334320068359375, 100
53.28065981148630055949906818568706512451171875, -9.0630910544339408759455182007513940334320068359375, 100
53.28065981148630055949906818568706512451171875, -9.0628422795339408759455182007513940334320068359375, 100
53.28065981148630055949906818568706512451171875, -9.0625935046339408759455182007513940334320068359375, 100
53.28065981148630055949906818568706512451171875, -9.0623447297339408759455182007513940334320068359375, 100
53.28065981148630055949906818568706512451171875, -9.0620959548339408759455182007513940334320068359375, 100
